reports,age,income,expenditure,dependents,months,majorcards,active,share
0.071428571,0.42799996,0.164785553,0.046248256,0,0.05,1,0.391304348,0.071715
0,0.262,0.187358916,0.033967779,0,0.027777778,1,0.152173913,0.04682963
0,0.406,0.262603461,0.188345655,0.333333333,0.009259259,1,0.043478261,0.1893335
0.357142857,0.33000004,0.143717081,0,0,0.081481481,1,0.217391304,0.000566038
0,0.412,0.450714823,0.306779341,0,0.111111111,1,0.239130435,0.1840382
0,0.48199996,0.172310008,0.034186652,0.166666667,0.044444444,1,0.043478261,0.0509016
0.071428571,0.289,0.134687735,0,0,0.096296296,0,0.065217391,6.00E-04
0,0.36000004,0.164785553,0,0.333333333,0.133333333,1,0.239130435,5.00E-04
0,0.538,0.287434161,0.044223739,0,0.133333333,1,0.043478261,0.04091464
0,0.37800004,0.20993228,0,0,0.022222222,0,0,4.00E-04
0,0.29700004,0.202407825,0.000100823,0,0.111111111,1,0.173913043,0.000508621
0,0.33199996,0.13393529,0.032309449,0.166666667,0.022222222,1,0.108695652,0.06038794
0,0.68100004,0.128668172,0.103460327,0.166666667,0.118518519,1,0.195652174,0.2004224
0.071428571,0.41100004,0.360421369,0.22049595,0.166666667,0.2,1,0.130434783,0.1640628
0.142857143,0.38899996,0.146726862,0,0.166666667,0.07037037,0,0.173913043,0.000555556
0,0.31699996,0.149736644,0.047006151,0,0.055555556,1,0.065217391,0.07969773
0,0.24300004,0.152558315,0.030301345,0,0.05,1,0.02173913,0.05063821
0.142857143,0.478,0.164785553,0,0,0.133333333,1,0.130434783,5.00E-04
0,0.48000004,0.127163281,0.054146291,0.5,0.2,1,0.369565217,0.1059958
0,0.30600004,0.398043642,0.226941625,0.166666667,0.055555556,1,0.282608696,0.1535069
0,0.38299996,0.146726862,0,0,0.077777778,0,0,0.000555556
0.142857143,0.31,0.510910459,0.416841722,0,0.024074074,1,0.673913043,0.221529
0.214285714,0.44100004,0.179834462,0,0.166666667,0.1,1,0.304347826,0.000461539
0,0.27000004,0.172310008,0,0,0.05,1,0,0.00048
0,0.337,0.27765237,0.080305016,0,0.088888889,1,0.217391304,0.07661206
0,0.58800004,0.375470278,0.023077879,0.166666667,0.027777778,1,0.130434783,0.01664154
0.071428571,0.28800004,0.228743416,0.112259312,0,0.022222222,0,0.108695652,0.1285348
0,0.39000004,0.255079007,0.001478731,0,0.046296296,1,0.043478261,0.001833333
0,0.38899996,0.736644093,0.268343397,0.5,0.012962963,1,0.608695652,0.09980781
0,0.43,0.262603461,0.032832114,0.333333333,0.011111111,0,0.391304348,0.03311243
0,0.349,0.320316027,0.136853046,0,0.116666667,1,0.108695652,0.1139494
0,0.43500004,0.375470278,0,0.333333333,0.022222222,1,0,0.000230769
0,0.27300004,0.34537246,0.074939644,0.333333333,0.003703704,1,0.086956522,0.05806896
0,0.73,0.097065463,0.108263255,0.166666667,0.688888889,1,0.52173913,0.2685167
0,0.65100004,0.097065463,0.006510985,0,0.044444444,0,0.02173913,0.01661133
0,0.30600004,0.123431151,0,0,0.025925926,1,0,0.000648508
0,0.36199996,0.16854778,0.038393227,0,0.014814815,1,0,0.05832653
0,0.32299996,0.126410835,0.022272105,0,0.094444444,1,0.260869565,0.04420053
0,0.466,0.247554552,0.042482332,0.333333333,0.209259259,0,0.282608696,0.04514543
0,0.28800004,0.194018059,0,0,0.007407407,1,0,0.000430339
0,0.56299996,0.322799097,0.16877695,0,0.005555556,1,0.282608696,0.1395
0.285714286,0.29599996,0.194883371,0,0,0.022222222,1,0.152173913,0.000428571
0.214285714,0.38400004,0.194883371,0,0.5,0.196296296,0,0.239130435,0.000428571
0,0.39499996,0.322799097,0.126283874,0.166666667,0.066666667,1,0.043478261,0.104378
0,0.538,0.270127916,0.031973922,0.166666667,0.166666667,1,0.065217391,0.03137474
0,0.39199996,0.360421369,0,0,0.025925926,1,0,0.00024
0,0.27799996,0.187358916,0.122373831,0,0.003703704,1,0,0.1686141
0.142857143,0.30000004,0.172310008,0,0.166666667,0.055555556,1,0.391304348,0.00048
0,0.31699996,0.224981189,0.128682096,0.333333333,0.022222222,1,0,0.1495691
0,0.27300004,0.128668172,0.010999069,0.333333333,0.022222222,1,0.456521739,0.02146354
0,0.54600004,0.157863055,0.136514282,0.166666667,0.174074074,1,0.108695652,0.2200399
0,0.34800004,0.112114372,0,0.166666667,0.051851852,1,0,0.000705882
0,0.58500004,0.20993228,0.077890921,0.333333333,0.222222222,0,0.065217391,0.09670267
0,0.475,0.16854778,0.047013701,0.5,0.07037037,1,0.173913043,0.0714951
0,0.23899996,0.240030098,0.000295746,0,0.027777778,0,0,0.000647059
0,0.39300004,0.172310008,0.1651917,0.166666667,0.011111111,1,0.195652174,0.245766
0,0.47400004,0.20993228,0.10276157,0,0.133333333,1,0.195652174,0.1275373
0,0.31999996,0.221218962,0.061198224,0,0.011111111,1,0,0.07226063
0,0.325,0.247554552,0.062741212,0,0.011111111,1,0,0.06670286
0,0.23299996,0.119638826,0.058915601,0,0.022222222,1,0,0.121795
0,0.28699996,0.153498871,0.09583198,0.166666667,0.018518519,1,0.195652174,0.1584613
0,0.27199996,0.134687735,0.012251689,0,0.046296296,1,0.239130435,0.0229845
0,0.32299996,0.292701279,0.127628444,0.333333333,0.075925926,1,0.304347826,0.115781
0,0.28399996,0.207674944,0.065990118,0,0.007407407,1,0.152173913,0.08264108
0,0.49800004,0.398043642,0.04786974,0.5,0.016666667,1,0,0.03244491
0,0.325,0.221218962,0.05499804,0.333333333,0.044444444,1,0.195652174,0.06493969
0,0.556,0.247554552,0.039660914,0.333333333,0.088888889,1,0.02173913,0.04229
0,0.25099996,0.099653875,0.001478731,0,0.025925926,1,0.239130435,0.004301356
0,0.38599996,0.367945824,0.138955253,0,0.07037037,1,0.217391304,0.101359
0,0.26899996,0.153498871,0.006479528,0,0.022222222,1,0.086956522,0.01111111
0,0.30499996,0.240782543,0.005738013,0.166666667,0.012962963,1,0.130434783,0.006522581
0,0.421,0.262603461,0.121514306,0.166666667,0.022222222,1,0,0.1221516
0,0.41299996,0.240030098,0,0,0.022222222,1,0,0.000352941
0,0.427,0.295711061,0.152948616,0,0.022222222,1,0.391304348,0.1375309
0.285714286,0.457,0.34537246,0,0.166666667,0.077777778,1,0.130434783,0.00025
0,0.415,0.510910459,0.094552453,0.5,0.005555556,1,0,0.05023986
0,0.343,0.510910459,0.203894654,0,0.022222222,1,0.108695652,0.1083524
0.071428571,0.34800004,0.149736644,0.022517573,0,0.090740741,1,0.152173913,0.03820546
0,0.34099996,0.139202408,0,0,0.057407407,0,0.260869565,0.000582524
0,0.26299996,0.099774266,0,0,0.022222222,0,0.065217391,0.00078125
0.214285714,0.436,0.285176825,0,0,0.051851852,1,0.260869565,3.00E-04
0,0.52399996,0.774266366,0.002823031,0.666666667,0.311111111,1,0.347826087,0.001095238
0,0.382,0.213694507,0.041126728,0,0.114814815,0,0.217391304,0.0501859
0.071428571,0.68100004,0.246335591,0.058749962,0,1,1,0.152173913,0.0628954
0,0.28999996,0.20993228,0.001982843,0.333333333,0.033333333,1,0.130434783,0.002791667
0,0.41299996,0.367945824,0.132984686,0.666666667,0.005555556,1,0,0.0970047
0,0.634,0.16854778,0.011509902,0,0.005555556,1,0.239130435,0.01771837
0,0.37200004,0.134687735,0.066441512,0.166666667,0.077777778,0,0.130434783,0.1235615
0,0.64699996,0.285176825,0.014187482,0.166666667,0.348148148,1,0.282608696,0.01336725
0,0.54799996,0.246049661,0.060688723,0.166666667,0.02962963,1,0.456521739,0.06486379
0,0.24799996,0.134687735,0.002285311,0,0.033333333,0,0.065217391,0.00475
0,0.32599996,0.145974417,0.156295667,0,0.011111111,1,0.260869565,0.2703846
0,0.44899996,0.320917983,0,0.333333333,0.111111111,1,0.326086957,0.000268156
0,0.397,0.112114372,0.002832173,0,0.27037037,1,0.369565217,0.006725882
0,0.33499996,0.20993228,0.056436431,0,0.033333333,1,0.239130435,0.06997
0,0.32400004,0.161459744,0.006882818,0.333333333,0.011111111,1,0.108695652,0.01112149
0,0.598,0.322799097,0.116468597,0.333333333,0.557407407,1,0.239130435,0.09626533
0,0.57799996,0.262603461,0.036974194,0.333333333,0.355555556,0,0.152173913,0.03722216
0,0.301,0.398043642,0.036552869,0,0.02962963,1,0,0.02479182
0,0.367,0.23807374,0.010810597,0,0.018518519,1,0.195652174,0.01200622
0,0.75600004,0.398043642,0.030206436,0.166666667,0.355555556,1,0.326086957,0.02048182
0.071428571,0.38599996,0.435665914,0,0.666666667,0.033333333,1,0.086956522,2.00E-04
0,0.33900004,0.503386005,0.134152324,0,0.025925926,1,0,0.07231405
0,0.34500004,0.191121144,0.282589768,0.166666667,0.005555556,1,0.065217391,0.3822785
0,0.004999999,0.172310008,0.055822881,0,0.277777778,1,0.108695652,0.0831712
0,0.30600004,0.134687735,0.002392855,0,0.048148148,1,0.282608696,0.0049
0,0.26100004,0.18641836,0.053534355,0.5,0.157407407,1,0.260869565,0.07412688
0,0.32400004,0.185823928,0.005027683,0.666666667,0.066666667,1,0.086956522,0.007277206
0,0.268,0.119638826,0.057723991,0,0.011111111,0,0.043478261,0.1196106
0,0.30199996,0.101580135,0.014499896,0.166666667,0.022222222,1,0,0.03501987
0,0.24000004,0.097065463,0.048249898,0,0.005555556,1,0.065217391,0.1196407
0,0.298,0.125688488,0.001209871,0,0.007407407,1,0.108695652,0.00297809
0.142857143,0.43699996,0.173814898,0,0,0.142592593,1,0.195652174,0.000476191
0,0.23400004,0.152355154,0.02675293,0,0.246296296,0,0.108695652,0.04474897
0,0.373,0.118133935,0,0,0.025925926,1,0,0.000674157
0,0.34699996,0.28592927,0.002688601,0,0.222222222,1,0.326086957,0.002743142
0,0.61699996,0.924747931,1,0.166666667,0.222222222,1,0.456521739,0.2975549
0,0.376,0.104589917,0.096938318,0,0.011111111,1,0.173913043,0.2253456
0,0.556,0.360421369,0.036430559,0.166666667,0.012962963,1,0.152173913,0.02724
0,0.29400004,0.155379985,0.030374205,0.333333333,0.057407407,1,0.130434783,0.04983472
0,0.655,0.240030098,0.069507615,0.166666667,0.022222222,1,0.152173913,0.07603735
0,0.25500004,0.115876599,0.011346434,0,0.242592593,1,0.065217391,0.02445829
0,0.32299996,0.228743416,0.007247125,0,0.088888889,1,0.130434783,0.008601538
0,0.53899996,0.27765237,0.095040982,0,0.222222222,1,0.260869565,0.09064
0,0.42900004,0.123401053,0,0,0.114814815,0,0,0.000648649
0,0.48900004,0.285176825,0.003320153,0.166666667,0.155555556,1,0.195652174,0.00331225
0,0.652,0.307750188,0.203929595,0.166666667,0.222222222,1,0.130434783,0.1763946
0,0.33600004,0.247554552,0.105360921,0.333333333,0.088888889,0,0.152173913,0.1119657
0.071428571,0.40699996,0.593679458,0.241222389,0.5,0.066666667,1,0.326086957,0.1107659
0.071428571,0.358,0.285176825,0.054905799,0.833333333,0.051851852,1,0.152173913,0.05105425
0.071428571,0.40500004,0.134687735,0.487346851,0,0.022222222,1,0.108695652,0.9063205
0,0.007,0.20993228,0,0,0.033333333,0,0.043478261,4.00E-04
0,0.613,0.382994733,0.061849134,0.166666667,0.2,1,0.043478261,0.04344189
0.5,0.30900004,0.179834462,0,0.5,0.066666667,1,0.239130435,0.000461539
0,0.33300004,0.173814898,0.060714792,0.166666667,0.022222222,1,0,0.08961231
0,0.28399996,0.149736644,0,0,0.057407407,0,0,0.000545455
0,0.346,0.172310008,0.353816819,0,0.022222222,1,0.304347826,0.5263956
0,0.4,0.247554552,0.089364011,0,0.007407407,1,0.282608696,0.094966
0.071428571,0.36799996,0.311512415,0,0,0.051851852,1,0.108695652,0.000275862
0,0.463,0.104589917,0,0,0.094444444,1,0.02173913,0.00075
0,0.38400004,0.134687735,0.012377783,0.333333333,0.044444444,1,0.086956522,0.023269
0.071428571,0.51799996,0.34537246,0.478259593,0,0.005555556,1,0.086956522,0.3706127
0,0.35599996,0.20993228,0.014801018,0.333333333,0.051851852,1,0.086956522,0.01855033
0,0.742,0.10744921,0.020672388,0,0.5,0,0.02173913,0.04700183
0.142857143,0.424,0.202407825,0,0.166666667,0.188888889,1,0.456521739,0.000413793
0,0.256,0.163122649,0.011345899,0,0.012962963,0,0.108695652,0.01799908
0,0.457,0.157261099,0.04175399,0,0.005555556,1,0.065217391,0.0676087
0,0.47299996,0.593679458,0.214153292,0.5,0.07962963,1,0.282608696,0.09833618
0.142857143,0.484,0.25282167,0,0,0.057407407,1,0.152173913,0.000336135
0,0.409,0.130474041,0,0.166666667,0.1,1,0.02173913,0.000617284
0,0.41599996,0.191121144,0.024402016,0,0.27962963,1,0.239130435,0.03314945
0,0.33600004,0.247554552,0.001209871,0.166666667,0.057407407,1,0.152173913,0.0016
0,0.56400004,0.510910459,0.097193745,0.166666667,0.266666667,1,0.173913043,0.05167186
0,0.33600004,0.194883371,0.072457279,0,0.009259259,0,0.02173913,0.096285
0,0.26700004,0.130925508,0.019546402,0,0.005555556,1,0,0.03733385
0,0.544,0.473288187,0,0.333333333,0.062962963,1,0.195652174,0.000184615
0,0.27300004,0.172310008,0.1609698,0,0.003703704,1,0,0.2395248
0.071428571,0.44299996,0.20993228,0.002688601,0,0.111111111,1,0.195652174,0.003666667
0,0.325,0.119638826,0.034040113,0.333333333,0.011111111,1,0.086956522,0.07033833
0,0.47299996,0.179834462,0.018174944,0.5,0.12962963,1,0.195652174,0.02623077
0,0.61999996,0.255079007,0.068552333,0.166666667,0.231481481,1,0.282608696,0.070965
0,0.28200004,0.157261099,0.004623858,0.333333333,0.025925926,0,0,0.007781739
0.071428571,0.256,0.118133935,0,0,0.009259259,1,0.02173913,0.000674157
0,0.26100004,0.274642588,0,0,0.033333333,1,0.173913043,0.000310881
0,0.54499996,0.352896915,0.019012981,0.333333333,0.294444444,1,0.086956522,0.01453408
0,0.47700004,0.255079007,0,0,0.025925926,0,0,0.000333333
0,0.505,0.227614748,0.021378952,0.333333333,0.066666667,1,0.065217391,0.02476569
0.142857143,0.328,0.123401053,0,0,0.044444444,1,0.260869565,0.000648649
0,0.307,0.123401053,0.029670599,0,0.044444444,1,0.195652174,0.05965243
0,0.30300004,0.101580135,0.06965038,0,0.022222222,1,0,0.1660628
0,0.37999996,0.290820166,0.007416239,0.166666667,0.187037037,1,0.195652174,0.007014479
0.357142857,0.301,0.232505643,0,0.166666667,0.138888889,1,0.5,0.000363636
0,0.28800004,0.173062453,0.077554319,0,0.018518519,1,0.260869565,0.1149625
0,0.33600004,0.313393529,0.029022376,0.166666667,0.155555556,0,0.02173913,0.02481051
0,0.31699996,0.161023326,0.040861621,0.166666667,0.048148148,1,0.043478261,0.06488553
0,0.24900004,0.285176825,0.045280359,0,0.044444444,1,0.086956522,0.042129
0.142857143,0.42499996,0.367945824,0,0.166666667,0.116666667,1,0.173913043,0.000235294
0,0.38400004,0.20993228,0.095034272,0.333333333,0.016666667,1,0,0.1178903
0,0.34200004,0.247554552,0.022054867,0.833333333,0.077777778,1,0.260869565,0.02358028
0,0.475,0.247554552,0.032745293,0,0.022222222,1,0,0.03496943
0,0.41599996,0.398043642,0.351262218,0.666666667,0.022222222,1,0,0.2375431
0,0.619,0.270127916,0.015417784,0.166666667,0.094444444,1,0.108695652,0.01511711
0,0.27000004,0.118886381,0.016140748,0,0.005555556,1,0,0.03404134
0,0.457,0.367945824,0.110987625,0.5,0.233333333,1,0.369565217,0.08108
0,0.553,0.656884876,0.060750023,0,0.177777778,1,0.369565217,0.02528568
0,0.60199996,0.518434913,0.079158349,0.333333333,0.022222222,1,0,0.04148197
0,0.38299996,0.164785553,0.09204131,0,0.177777778,0,0.173913043,0.1426413
0.071428571,0.36499996,0.232881866,0.005672948,0,0.035185185,1,0.260869565,0.006686838
0,0.46399996,0.473288187,0.506428285,0.666666667,0.216666667,1,0.391304348,0.2897866
0,0.47299996,0.346124906,0.014113276,0.166666667,0.014814815,1,0.195652174,0.01105884
0,0.47400004,0.20993228,0.017990237,0.166666667,0.244444444,1,0.47826087,0.02240434
0,0.49800004,0.187358916,0.031460669,0.333333333,0.051851852,1,0.239130435,0.04356111
0,0.46399996,0.390519187,0.018730139,0,0.2,1,0.369565217,0.01299352
0,0.44299996,0.595485327,0.068762335,0.5,0.222222222,1,0.108695652,0.03150603
0,0.33199996,0.212942062,0.030971881,0,0.024074074,1,0,0.03792664
0.071428571,0.352,0.140707299,0.019744821,0.333333333,0.022222222,1,0.239130435,0.03545144
0,0.34500004,0.097893153,0,0,0.081481481,1,0.326086957,0.000794176
0.071428571,0.37099996,0.20993228,0,0.333333333,0.094444444,1,0.043478261,4.00E-04
0,0.36199996,0.179834462,0.206695359,0,0.046296296,1,0.086956522,0.2956862
0,0.44700004,0.172310008,0.019917964,0.333333333,0.222222222,0,0.086956522,0.0298332
0,0.53299996,0.247554552,0.011141027,0.166666667,0.061111111,1,0.282608696,0.01198229
0,0.30199996,0.164785553,0.06881502,0,0.009259259,1,0.217391304,0.1066462
0,0.31999996,0.158765989,0.00451685,0,0.003703704,1,0,0.007586207
0,0.55200004,0.178329571,0.053119224,0.333333333,0.222222222,0,0.326086957,0.07673334
0,0.33499996,0.14221219,0.051171623,0.166666667,0.044444444,0,0.239130435,0.09068
0,0.45900004,0.161023326,0.043222773,0.166666667,0.133333333,1,0.173913043,0.06853744
0,0.559,0.194883371,0,0.166666667,0.155555556,1,0.043478261,0.000428571
0.142857143,0.625,0.262603461,0,0.666666667,0.001851852,1,0.130434783,0.000324324
0,0.44400004,0.110609481,0,0.5,0.222222222,0,0.173913043,0.000714286
0,0.30199996,0.182844244,0,0,0.044444444,1,0.717391304,0.000454546
0.071428571,0.337,0.157261099,0.02139078,0.166666667,0.044444444,1,0.304347826,0.03489609
0.142857143,0.42199996,0.50248307,0.018875862,0,0.009259259,1,0.391304348,0.01023621
0.285714286,0.30300004,0.285176825,0,0,0.066666667,1,0.695652174,3.00E-04
0,0.33600004,0.134687735,0.032397657,0.166666667,0.07037037,0,0.173913043,0.06025
0,0.226,0.132430399,0,0.166666667,0.044444444,1,0.043478261,0.000609137
0,0.30300004,0.20993228,0.00822954,0.333333333,0.005555556,1,0.239130435,0.01046967
0,0.31099996,0.191121144,0.135692893,0.166666667,0.011111111,1,0.239130435,0.1835625
0,0.373,0.360421369,0.099986933,0.333333333,0.022222222,1,0.260869565,0.0743784
0,0.40200004,0.14221219,0.025247851,0.666666667,0.022222222,1,0,0.0449081
0,0.33300004,0.285176825,0.039755542,0.333333333,0.003703704,1,0,0.03709175
0.071428571,0.57799996,0.20993228,0.025544669,0,0.333333333,1,0.260869565,0.03187233
0,0.43999996,0.232505643,0.139100695,0,0.005555556,1,0,0.1568097
0.214285714,0.54300004,0.161023326,0,0,0.066666667,1,0.326086957,0.000510638
0.142857143,0.634,0.146726862,0,0,0.137037037,0,0.108695652,0.000555556
0,0.32899996,0.27765237,0.043357181,0.5,0.022222222,1,0.130434783,0.04137513
0,0.478,0.158126411,0.017734822,0.166666667,0.292592593,1,0.195652174,0.02862341
0,0.58800004,0.112114372,0,0.166666667,0.025925926,0,0.130434783,0.000705882
0,0.48199996,0.134687735,0.038896275,0,0.044444444,1,0.086956522,0.0723855
0,0.28399996,0.34537246,0.103399317,0,0.077777778,1,0.043478261,0.0801425
0,0.409,0.20993228,0.436356128,0,0.133333333,1,0.065217391,0.5409953
0,0.25500004,0.101580135,0.028117125,0,0.044444444,0,0.108695652,0.06716603
0,0.46999996,0.134687735,0.026218703,0.333333333,0.37037037,1,0.195652174,0.049059
0,0.289,0.179834462,0.207556787,0.166666667,0.018518519,1,0.239130435,0.2969185
0,0.57199996,0.336343115,0.043528983,0.166666667,0.388888889,1,0.130434783,0.03474402
0,0.41599996,0.285176825,0.277707247,0,0.377777778,0,0.130434783,0.2582515
0,0.625,0.12523702,0.027739375,0,0.462962963,1,0.086956522,0.0552038
0.214285714,0.568,0.217456734,0.149427634,0,0.044444444,1,0.326086957,0.1792845
0,0.307,0.194883371,0.043297494,0,0.011111111,0,0.065217391,0.05751464
0,0.28699996,0.137697517,0.062177928,0,0.201851852,1,0.108695652,0.1136103
0,0.292,0.14221219,0.181435165,0,0.051851852,1,0.108695652,0.3213481
0,0.26599996,0.134687735,0.088706648,0,0.024074074,1,0.152173913,0.164968
0,0.39600004,0.405568096,0.128422926,0.666666667,0.155555556,1,0.086956522,0.08529589
0,0.46500004,0.20993228,0.040159896,0.166666667,0.155555556,1,0.239130435,0.04979033
0,0.26400004,0.164785553,0.052723741,0,0.042592593,1,0,0.08183375
0,0.27799996,0.123401053,0.030104807,0,0.007407407,1,0.02173913,0.06057946
0,0.28699996,0.202407825,0.036537834,0,0.111111111,1,0.065217391,0.04706862
0,0.31800004,0.134687735,0,0.166666667,0.116666667,1,0.043478261,6.00E-04
0,0.62700004,0.126410835,0.012075851,0,0.444444444,1,0.130434783,0.02392328
0,0.241,0.134687735,0.110096612,0,0.044444444,1,0.152173913,0.204897
0,0.30300004,0.107727615,0.16399096,0,0.035185185,1,0.195652174,0.3715959
0.285714286,0.271,0.16027088,0,0,0.112962963,1,0.130434783,0.000512821
0,0.29100004,0.127163281,0.139492984,0,0.035185185,1,0.130434783,0.2731216
0,0.256,0.099322799,0.014935182,0,0.040740741,1,0.239130435,0.03650327
0,0.26700004,0.284770504,0.081828937,0,0.496296296,1,0.043478261,0.07619161
0,0.55399996,0.104589917,0.019920116,0,0.3,1,0.239130435,0.04630688
0,0.23100004,0.119638826,0.040616711,0,0.005555556,1,0,0.08415
0.071428571,0.35599996,0.262603461,0.592667539,0,0.044444444,1,0.152173913,0.595776
0,0.34500004,0.14221219,0.005027683,0,0.051851852,1,0.108695652,0.009285714
0,0.31800004,0.134687735,0.016696214,0.166666667,0.011111111,1,0.02173913,0.03145
0.071428571,0.53599996,0.179834462,0,0,0.088888889,1,0.02173913,0.000461539
0,0.322,0.185477803,0.024935165,0,0.25,1,0,0.03482019
0.071428571,0.36000004,0.297215952,0,0.333333333,0.068518519,1,0.326086957,0.000288462
0,0.29599996,0.14221219,0.077587937,0.166666667,0.044444444,1,0.108695652,0.1375624
0,0.334,0.164785553,0.021744869,0.166666667,0.044444444,1,0.086956522,0.0337825
0,0.46800004,0.218961625,0.022349804,0.333333333,0.122222222,1,0.108695652,0.02673974
0,0.37500004,0.20993228,0.055677181,0.166666667,0.044444444,1,0.282608696,0.06917133
0,0.48300004,0.218585403,0.064205155,0.166666667,0.111111111,1,0.239130435,0.07675923
0.214285714,0.27600004,0.106192626,0,0.166666667,0.266666667,0,0.086956522,0.000740147
0,0.52099996,0.312874342,0.051775751,0.333333333,0.203703704,1,0.217391304,0.04429271
0,0.30000004,0.174868322,0,0,0.025925926,1,0.065217391,0.00047356
0.142857143,0.48499996,0.217456734,0,0.166666667,0.122222222,1,0.108695652,0.000387097
0.5,0.38299996,0.188570354,0,0.166666667,0.111111111,0,0.217391304,0.00044181
0,0.50400004,0.288186606,0.014329169,0,0.009259259,1,0.130434783,0.01336535
0,0.56599996,0.191083521,0.158817553,0,0.288888889,0,0.239130435,0.2148416
0,0.33199996,0.20993228,0.129675545,0.166666667,0.044444444,1,0.043478261,0.1608053
0,0.36600004,0.221218962,0.057808682,0.166666667,0.035185185,1,0.195652174,0.06829016
0,0.46,0.433408578,0,0.166666667,0.005555556,1,0.413043478,0.000201005
0,0.37,0.179834462,0.058773094,0,0.009259259,1,0,0.0841927
0,0.57300004,0.616252822,0,0.5,0.011111111,1,0,0.000142857
0,0.26100004,0.130925508,0.019987869,0,0.074074074,0,0.086956522,0.03838103
0,0.439,0.20993228,0.026077016,0.5,0.248148148,0,0.086956522,0.032497
0,0.28,0.194883371,0.002688601,0,0.022222222,1,0.065217391,0.003928571
0.071428571,0.30199996,0.326561324,0.054543387,0.166666667,0.077777778,1,0.217391304,0.04465253
0,0.253,0.13393529,0.018706481,0.333333333,0.014814815,1,0.108695652,0.03496332
0,0.58500004,0.322799097,0.065537336,0.333333333,0.031481481,1,0,0.05416889
0,0.42499996,0.285176825,0,0.333333333,0.12962963,1,0.02173913,3.00E-04
0,0.46699996,0.247554552,0.058401261,0.166666667,0.077777778,1,0,0.06206229
0.071428571,0.33000004,0.145974417,0,0,0.17962963,1,0.02173913,0.00055814
0,0.277,0.106094808,0,0,0.059259259,1,0.152173913,0.000740741
0,0.37200004,0.247554552,0.15585095,0.166666667,0.025925926,0,0,0.1656494
0,0.31999996,0.202407825,0.005143024,0.166666667,0.048148148,1,0.065217391,0.006872069
0,0.469,0.240511663,0.058285113,0.166666667,0.222222222,1,0.152173913,0.06364079
0,0.29599996,0.285176825,0.001478731,0.333333333,0.088888889,1,0.086956522,0.00165
0,0.32400004,0.179834462,0.613646373,0,0.007407407,1,0.152173913,0.8778461
0,0.29400004,0.139774266,0.115109251,0,0.007407407,1,0.369565217,0.2071184
0,0.53400004,0.164785553,0,0,0.066666667,1,0.239130435,5.00E-04
0,0.30000004,0.241534989,0.007928685,0,0.005555556,1,0,0.008915205
0,0.26100004,0.488337096,0.097514506,0,0.014814815,1,0.130434783,0.05414866
0,0.48300004,0.392776524,0.010716227,0,0.025925926,1,0.239130435,0.007506077
0,0.28699996,0.106094808,0.004415489,0,0.022222222,0,0.086956522,0.01050802
0,0.37999996,0.166230248,0.037539059,0,0.044444444,1,0.152173913,0.05800388
0,0.29400004,0.240030098,0.046587278,0,0.022222222,1,0.173913043,0.05114029
0,0.56700004,0.255079007,0.036699408,0.333333333,0.222222222,1,0.260869565,0.03811111
0,0.32400004,0.172310008,0.059668657,0,0.022222222,1,0.173913043,0.0887728
0,0.59299996,0.115876599,0.004946758,0.166666667,0.07037037,1,0.065217391,0.01074229
0,0.382,0.172310008,0.036515766,0,0.014814815,1,0.108695652,0.0544468
0,0.418,0.322799097,0.012125591,0.5,0.266666667,1,0.065217391,0.01022222
0.071428571,0.31200004,0.169751693,0,0,0.025925926,1,0.434782609,0.000486618
0,0.24600004,0.187358916,0.050620986,0.166666667,0.07037037,1,0.217391304,0.06984445
0,0.409,0.164785553,0,0,0.05,1,0.043478261,5.00E-04
0,0.59599996,0.503386005,0.1126637,0.5,0.296296296,0,0,0.06075971
0,0.487,0.34537246,0.198457754,0.5,0.225925926,1,0.369565217,0.1537802
0,0.24799996,0.128668172,0.067134365,0,0.155555556,1,0.130434783,0.1300521
0,0.48199996,0.194883371,0.02863011,0.5,0.035185185,0,0,0.03813821
0,0.29899996,0.111730625,0.01113753,0,0.005555556,0,0.347826087,0.02467697
0,0.34999996,0.247554552,0.118323732,0,0.035185185,1,0,0.1257411
0.071428571,0.484,0.153498871,0.014195815,0,0.159259259,1,0.217391304,0.02382222
0.142857143,0.367,0.158389767,0,0.166666667,0.031481481,1,0.173913043,0.000518359
0,0.36600004,0.285176825,0.096752804,0.166666667,0.068518519,0,0.130434783,0.09011575
0,0.478,0.322799097,0.115864469,0.833333333,0.003703704,1,0,0.09576601
0,0.274,0.223340858,0.07955167,0,0.031481481,1,0.065217391,0.09312976
0,0.27499996,0.20993228,0.020645768,0,0.005555556,1,0,0.02586333
0,0.37399996,0.20993228,0.016662338,0.333333333,0.081481481,0,0.260869565,0.020658
0,0.29299996,0.134687735,0,0,0.012962963,0,0.130434783,6.00E-04
0,0.436,0.247554552,0.204359503,0,0.175925926,1,0.369565217,0.2171703
0,0.004999999,0.285176825,0.078118377,0.5,0.044444444,1,0.086956522,0.0726635
0,0.34399996,0.178329571,0,0,0.075925926,1,0.239130435,0.000465116
0,0.54499996,0.887125658,0.064685587,0.166666667,0.044444444,1,0.130434783,0.02006617
0.071428571,0.004,0.262603461,0.010473982,0,0.344444444,0,0.108695652,0.01063703
0,0.277,0.092099323,0,0,0.022222222,1,0.130434783,0.00083682
0,0.46500004,0.26109857,0.019235062,0.5,0.081481481,1,0.239130435,0.01952256
